[2024-07-01T02:58:48.312+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: upload_congress_data.upload_bill_status_to_gcs scheduled__2024-06-30T00:00:00+00:00 [queued]>
[2024-07-01T02:58:48.321+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: upload_congress_data.upload_bill_status_to_gcs scheduled__2024-06-30T00:00:00+00:00 [queued]>
[2024-07-01T02:58:48.322+0000] {taskinstance.py:2193} INFO - Starting attempt 2 of 2
[2024-07-01T02:58:48.335+0000] {taskinstance.py:2217} INFO - Executing <Task(PythonOperator): upload_bill_status_to_gcs> on 2024-06-30 00:00:00+00:00
[2024-07-01T02:58:48.349+0000] {standard_task_runner.py:60} INFO - Started process 508 to run task
[2024-07-01T02:58:48.372+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'upload_congress_data', 'upload_bill_status_to_gcs', 'scheduled__2024-06-30T00:00:00+00:00', '--job-id', '35', '--raw', '--subdir', 'DAGS_FOLDER/upload_congress_data.py', '--cfg-path', '/tmp/tmp9b3hsmng']
[2024-07-01T02:58:48.392+0000] {standard_task_runner.py:88} INFO - Job 35: Subtask upload_bill_status_to_gcs
[2024-07-01T02:58:54.991+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_10.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_10.json
[2024-07-01T02:58:55.566+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_5.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_5.json
[2024-07-01T02:58:56.144+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_4.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_4.json
[2024-07-01T02:58:56.698+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_11.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_11.json
[2024-07-01T02:58:57.297+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_8.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_8.json
[2024-07-01T02:58:57.879+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_7.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_7.json
[2024-07-01T02:58:58.447+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_12.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_12.json
[2024-07-01T02:58:59.053+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_13.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_13.json
[2024-07-01T02:58:59.658+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_6.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_6.json
[2024-07-01T02:59:00.263+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_1.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_1.json
[2024-07-01T02:59:00.868+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_14.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_14.json
[2024-07-01T02:59:01.427+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_18.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_18.json
[2024-07-01T02:59:02.008+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_15.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_15.json
[2024-07-01T02:59:02.629+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/s/sbill_status_0.json to gs://congress_data_testproject-420401/bill_status/s/sbill_status_0.json
[2024-07-01T02:59:03.240+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/sres/sresbill_status_1.json to gs://congress_data_testproject-420401/bill_status/sres/sresbill_status_1.json
[2024-07-01T02:59:03.844+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/sres/sresbill_status_0.json to gs://congress_data_testproject-420401/bill_status/sres/sresbill_status_0.json
[2024-07-01T02:59:04.464+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/sres/sresbill_status_2.json to gs://congress_data_testproject-420401/bill_status/sres/sresbill_status_2.json
[2024-07-01T02:59:05.073+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hres/hresbill_status_0.json to gs://congress_data_testproject-420401/bill_status/hres/hresbill_status_0.json
[2024-07-01T02:59:05.687+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hres/hresbill_status_1.json to gs://congress_data_testproject-420401/bill_status/hres/hresbill_status_1.json
[2024-07-01T02:59:06.285+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hres/hresbill_status_4.json to gs://congress_data_testproject-420401/bill_status/hres/hresbill_status_4.json
[2024-07-01T02:59:06.857+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hres/hresbill_status_5.json to gs://congress_data_testproject-420401/bill_status/hres/hresbill_status_5.json
[2024-07-01T02:59:07.444+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hres/hresbill_status_2.json to gs://congress_data_testproject-420401/bill_status/hres/hresbill_status_2.json
[2024-07-01T02:59:08.041+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hres/hresbill_status_3.json to gs://congress_data_testproject-420401/bill_status/hres/hresbill_status_3.json
[2024-07-01T02:59:08.614+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_26.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_26.json
[2024-07-01T02:59:09.172+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_30.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_30.json
[2024-07-01T02:59:09.779+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_10.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_10.json
[2024-07-01T02:59:10.355+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_0.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_0.json
[2024-07-01T02:59:10.936+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_1.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_1.json
[2024-07-01T02:59:11.549+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_11.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_11.json
[2024-07-01T02:59:12.158+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_31.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_31.json
[2024-07-01T02:59:12.745+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_27.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_27.json
[2024-07-01T02:59:13.371+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_16.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_16.json
[2024-07-01T02:59:13.966+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_6.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_6.json
[2024-07-01T02:59:14.583+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_20.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_20.json
[2024-07-01T02:59:15.166+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_21.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_21.json
[2024-07-01T02:59:15.780+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_7.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_7.json
[2024-07-01T02:59:16.361+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_17.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_17.json
[2024-07-01T02:59:16.955+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_4.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_4.json
[2024-07-01T02:59:17.569+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_14.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_14.json
[2024-07-01T02:59:18.166+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_8.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_8.json
[2024-07-01T02:59:18.777+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_18.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_18.json
[2024-07-01T02:59:19.339+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_34.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_34.json
[2024-07-01T02:59:19.922+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_22.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_22.json
[2024-07-01T02:59:20.521+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_23.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_23.json
[2024-07-01T02:59:21.121+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_35.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_35.json
[2024-07-01T02:59:21.729+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_19.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_19.json
[2024-07-01T02:59:22.361+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_9.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_9.json
[2024-07-01T02:59:22.966+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_15.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_15.json
[2024-07-01T02:59:23.544+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_5.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_5.json
[2024-07-01T02:59:24.128+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_32.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_32.json
[2024-07-01T02:59:24.688+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_24.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_24.json
[2024-07-01T02:59:25.285+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_2.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_2.json
[2024-07-01T02:59:25.867+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_12.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_12.json
[2024-07-01T02:59:26.441+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_28.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_28.json
[2024-07-01T02:59:27.021+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_29.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_29.json
[2024-07-01T02:59:27.604+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_13.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_13.json
[2024-07-01T02:59:28.195+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_3.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_3.json
[2024-07-01T02:59:28.784+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_25.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_25.json
[2024-07-01T02:59:29.367+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/hr/hrbill_status_33.json to gs://congress_data_testproject-420401/bill_status/hr/hrbill_status_33.json
[2024-07-01T02:59:29.914+0000] {logging_mixin.py:188} INFO - Uploaded /opt/***/dags/data/bills/sjres/sjresbill_status_0.json to gs://congress_data_testproject-420401/bill_status/sjres/sjresbill_status_0.json
[2024-07-01T02:59:29.917+0000] {python.py:202} INFO - Done. Returned value was: None
[2024-07-01T02:59:29.943+0000] {taskinstance.py:1149} INFO - Marking task as SUCCESS. dag_id=upload_congress_data, task_id=upload_bill_status_to_gcs, execution_date=20240630T000000, start_date=20240701T025848, end_date=20240701T025929
[2024-07-01T02:59:29.969+0000] {local_task_job_runner.py:234} INFO - Task exited with return code 0
[2024-07-01T02:59:29.991+0000] {taskinstance.py:3312} INFO - 1 downstream tasks scheduled from follow-on schedule check
